accident_id,accident_date,location,severity
A006105,2024-12-08,Port Heather,Moderate
A006106,2023-08-01,New Jack,Minor
A006107,2023-08-22,Joshuachester,Minor
A006108,2024-06-22,Jefferytown,Minor
A006109,2024-12-01,Paigeview,Severe
A006110,2023-09-22,Maryside,Severe
A006111,2024-04-12,Port Nathanville,Severe
A006112,2023-12-08,West Margaret,Moderate
A006113,2023-11-14,Deniseberg,Severe
A006114,2023-05-12,South Mitchell,Severe
A006115,2023-05-02,North Catherineside,Moderate
A006116,2023-08-13,New Reginabury,Severe
A006117,2025-02-18,South Alicia,Minor
A006118,2023-02-20,West Alicia,Severe
A006119,2024-03-18,Copelandmouth,Severe
A006120,2023-08-11,North Stephaniebury,Minor
A006121,2024-03-25,West Ashleychester,Severe
A006122,2024-04-30,Michaelfurt,Moderate
A006123,2023-05-10,Alexburgh,Severe
A006124,2024-10-13,Warrenville,Minor
A006125,2023-03-04,Maryfort,Minor
A006126,2025-01-27,New Raymondfurt,Minor
A006127,2023-03-16,Sueberg,Minor
A006128,2023-12-16,North Jaketown,Moderate
A006129,2024-02-18,South Thomas,Minor
A006130,2024-07-21,Walshview,Severe
A006131,2023-03-12,Port Steven,Moderate
A006132,2024-12-15,North Laurenchester,Minor
A006133,2024-11-10,Port Lindamouth,Moderate
A006134,2024-07-19,Madisonside,Severe
A006135,2024-12-22,Robertchester,Moderate
A006136,2023-03-29,South James,Severe
A006137,2023-04-24,East Mary,Minor
A006138,2025-01-28,Coleland,Severe
A006139,2024-06-28,Timothystad,Moderate
A006140,2025-01-01,South Thomasfurt,Severe
A006141,2024-07-01,Kylefort,Minor
A006142,2023-02-24,Loweryborough,Moderate
A006143,2024-05-05,Port Matthew,Moderate
A006144,2024-04-30,Howardtown,Minor
A006145,2023-12-03,Davidmouth,Moderate
A006146,2023-08-20,South Stephanie,Minor
A006147,2024-07-30,New Melissaborough,Minor
A006148,2023-07-04,Kingland,Moderate
A006149,2024-06-09,Wongshire,Minor
A006150,2023-08-28,North Elijahborough,Severe
A006151,2024-05-28,Jacksonborough,Severe
A006152,2023-07-20,North Josephberg,Moderate
A006153,2024-10-13,South Nicholas,Moderate
A006154,2023-09-02,Jessicastad,Minor
A006155,2025-01-25,Kyleview,Minor
A006156,2024-06-02,New Sydneymouth,Moderate
A006157,2024-10-16,Petersonborough,Severe
A006158,2023-09-22,West Michelle,Moderate
A006159,2024-10-21,North Walter,Minor
A006160,2024-02-01,Bradville,Severe
A006161,2024-01-01,Jillfort,Minor
A006162,2024-07-31,Port Matthew,Severe
A006163,2024-05-18,North Patrickland,Minor
A006164,2024-12-21,New Danielburgh,Minor
A006165,2024-01-31,Dianeborough,Minor
A006166,2023-05-13,Rayland,Severe
A006167,2024-01-23,Rachaelfort,Minor
A006168,2023-04-15,Poncemouth,Severe
A006169,2023-03-26,Donaldborough,Minor
A006170,2024-08-16,North Chelsea,Severe
A006171,2023-11-15,West James,Moderate
A006172,2023-06-20,Lucastown,Severe
A006173,2024-08-13,New Richardhaven,Minor
A006174,2023-08-23,Port Jared,Minor
A006175,2023-08-25,West Lindaton,Severe
A006176,2024-02-26,Gallegoshaven,Severe
A006177,2024-03-16,North Kyle,Moderate
A006178,2023-11-27,Elliottmouth,Minor
A006179,2025-01-11,Jamesbury,Minor
A006180,2023-12-29,Carrieside,Severe
A006181,2023-12-22,Vargasside,Severe
A006182,2023-10-22,East Heather,Minor
A006183,2023-12-06,Lake Jerry,Moderate
A006184,2023-11-04,Pacefurt,Moderate
A006185,2024-01-16,Debrafurt,Severe
A006186,2024-11-20,Nicholsmouth,Severe
A006187,2023-08-05,Thorntonburgh,Minor
A006188,2024-05-08,New Johnville,Minor
A006189,2023-11-30,Wrightville,Minor
A006190,2024-09-01,South Eddie,Minor
A006191,2024-03-08,West Jessicastad,Severe
A006192,2025-01-31,Brownland,Moderate
A006193,2023-06-04,East David,Minor
A006194,2023-03-24,West Timothybury,Minor
A006195,2023-12-05,West James,Moderate
A006196,2023-06-10,Ortizburgh,Moderate
A006197,2024-09-23,Yvonneberg,Moderate
A006198,2023-09-05,Thomasmouth,Minor
A006199,2023-10-27,Davidchester,Severe
A006200,2024-08-31,Davidborough,Minor
A006201,2023-11-15,Perezberg,Minor
A006202,2024-07-21,East Robertberg,Moderate
A006203,2023-04-28,New Stephanieview,Severe
A006204,2024-01-11,Port Sonyaville,Moderate
A006205,2023-11-25,Crystalfort,Minor
A006206,2024-12-14,North Natasha,Moderate
A006207,2024-05-27,West Collinton,Moderate
A006208,2024-11-14,Davischester,Severe
A006209,2024-07-05,Gomezfurt,Minor
A006210,2024-07-16,Eugeneborough,Moderate
A006211,2024-01-24,South Melindabury,Moderate
A006212,2024-08-27,Rebeccaton,Severe
A006213,2024-09-20,Howardview,Moderate
A006214,2024-01-31,South Troyfort,Moderate
A006215,2024-04-11,Timothyberg,Moderate
A006216,2023-06-13,Jofurt,Severe
A006217,2025-02-03,Andersonton,Moderate
A006218,2024-08-02,Montesberg,Minor
A006219,2024-08-08,Lake Deanberg,Severe
A006220,2023-02-25,Muellertown,Minor
A006221,2024-05-01,New Steven,Severe
A006222,2023-10-31,North Kaitlynburgh,Minor
A006223,2023-09-23,Lake Kristina,Severe
A006224,2024-11-08,Christopherland,Minor
A006225,2025-01-05,North Edward,Moderate
A006226,2023-06-16,Lake Ryanland,Moderate
A006227,2023-12-21,Port Tiffany,Severe
A006228,2024-09-13,Port Brian,Moderate
A006229,2024-03-30,Millerstad,Moderate
A006230,2023-10-29,Tinabury,Minor
A006231,2023-07-19,New Justinborough,Minor
A006232,2023-05-04,Murrayborough,Severe
A006233,2024-07-07,Annaview,Moderate
A006234,2025-01-27,Ritaton,Severe
A006235,2024-07-07,West Jennifer,Moderate
A006236,2025-02-18,Johnsonburgh,Minor
A006237,2023-09-16,Port Frederickside,Severe
A006238,2024-09-09,Hillport,Moderate
A006239,2023-11-15,Tiffanyburgh,Severe
A006240,2024-03-25,South Kellyport,Minor
A006241,2023-03-23,Sophiamouth,Minor
A006242,2023-08-16,Ryanland,Severe
A006243,2023-05-03,Lyonsmouth,Moderate
A006244,2023-04-15,West Sophiafort,Severe
A006245,2024-07-10,South Anthonymouth,Minor
A006246,2024-03-21,Wilkinsside,Severe
A006247,2025-02-04,Lauramouth,Moderate
A006248,2024-01-28,Alanland,Moderate
A006249,2023-06-14,East Robertborough,Moderate
A006250,2023-12-18,Peterburgh,Moderate
A006251,2023-10-02,North Margaretmouth,Minor
A006252,2023-08-08,Rileyburgh,Severe
A006253,2024-11-20,New Codyport,Minor
A006254,2023-03-30,New Nancyshire,Moderate
A006255,2024-06-10,Mezashire,Severe
A006256,2024-05-17,Gabrielview,Moderate
A006257,2024-05-23,West Brittanyton,Severe
A006258,2023-04-24,Taylorfort,Moderate
A006259,2024-10-18,Lake Mariatown,Moderate
A006260,2024-04-18,Reyeshaven,Moderate
A006261,2024-09-28,Millerbury,Moderate
A006262,2024-04-17,South Brentmouth,Minor
A006263,2024-01-11,East Daniel,Moderate
A006264,2024-10-15,New Amanda,Severe
A006265,2023-11-06,Wallaceberg,Severe
A006266,2023-09-16,Smithberg,Severe
A006267,2024-08-06,New Jessicachester,Minor
A006268,2024-08-03,Andersonport,Minor
A006269,2023-05-05,North Phillip,Moderate
A006270,2024-05-28,Mcmillanberg,Minor
A006271,2023-06-18,Alexanderview,Severe
A006272,2023-04-21,Victoriastad,Severe
A006273,2024-03-02,Cookburgh,Severe
A006274,2024-11-15,Lake Lisafurt,Minor
A006275,2023-04-16,East Kendraview,Moderate
A006276,2024-07-05,East Frankton,Severe
A006277,2024-08-04,West Carlview,Minor
A006278,2024-09-29,Lake Latashastad,Severe
A006279,2025-02-07,Mccoyland,Severe
A006280,2024-11-13,Thomasside,Minor
A006281,2024-12-06,East Ryanport,Severe
A006282,2023-12-16,Cervantesbury,Moderate
A006283,2023-10-16,Parksville,Minor
A006284,2024-07-29,North Thomasstad,Severe
A006285,2023-08-11,South Arthurstad,Moderate
A006286,2024-06-21,South Paigehaven,Minor
A006287,2024-03-05,Lake John,Moderate
A006288,2024-02-14,New Valerie,Moderate
A006289,2023-09-24,Padillaberg,Severe
A006290,2023-06-11,Murphyland,Minor
A006291,2024-04-01,West Sandrafort,Moderate
A006292,2023-05-23,Port Candace,Minor
A006293,2023-05-24,South Leeshire,Severe
A006294,2024-04-28,North Heather,Moderate
A006295,2024-03-30,Wilsontown,Minor
A006296,2024-02-10,Stephanieborough,Moderate
A006297,2023-05-24,Ronaldside,Moderate
A006298,2023-04-01,Elizabethview,Minor
A006299,2024-04-23,Hendersonberg,Minor
A006300,2024-05-30,Lawsonfort,Severe
A006301,2023-06-12,Nicoleborough,Severe
A006302,2023-02-24,East Roy,Severe
A006303,2024-04-23,West Traceyton,Severe
A006304,2024-11-16,New Kristintown,Minor
A006305,2023-08-12,North Nicole,Severe
A006306,2024-03-21,East Derrick,Moderate
A006307,2023-09-19,Alanshire,Moderate
A006308,2023-11-28,South Brianna,Moderate
A006309,2023-03-16,Huynhside,Minor
A006310,2024-06-08,South Nicoleton,Minor
A006311,2023-08-31,North Ernest,Severe
A006312,2023-09-16,South Christyland,Severe
A006313,2023-09-08,Melissamouth,Severe
A006314,2025-02-20,West Abigailview,Moderate
A006315,2024-11-27,Hermanfort,Severe
A006316,2023-05-04,North Kenneth,Minor
A006317,2023-05-09,Jesuston,Minor
A006318,2024-08-05,North Dylan,Minor
A006319,2024-02-08,Amychester,Severe
A006320,2023-06-02,Olsonton,Minor
A006321,2024-12-27,Lake Jason,Severe
A006322,2024-03-06,New Jermaineside,Minor
A006323,2023-12-25,Lake Michael,Minor
A006324,2024-01-25,West Nicholas,Severe
A006325,2024-04-22,East Elizabeth,Severe
A006326,2024-07-23,East Erica,Minor
A006327,2023-04-29,Lake James,Severe
A006328,2025-01-18,Mitchellland,Minor
A006329,2023-04-19,Davidbury,Severe
A006330,2025-01-27,Davisview,Severe
A006331,2024-01-07,Nathanmouth,Severe
A006332,2024-06-23,New Robertville,Severe
A006333,2023-07-13,Mcculloughton,Minor
A006334,2024-01-23,East Kevintown,Moderate
A006335,2024-06-23,South Jamesfort,Moderate
A006336,2024-12-12,Tiffanybury,Moderate
A006337,2023-07-14,Annmouth,Severe
A006338,2024-11-20,Port Tiffanyland,Minor
A006339,2025-02-01,Harrisonmouth,Moderate
A006340,2025-02-02,New Tylerfurt,Moderate
A006341,2024-04-25,Blackwellstad,Moderate
A006342,2024-05-01,New Tina,Severe
A006343,2024-10-29,Wrightshire,Minor
A006344,2023-03-11,Vargasbury,Minor
A006345,2023-12-26,Lake Chad,Moderate
A006346,2023-09-30,Cantubury,Minor
A006347,2024-05-06,North Michael,Severe
A006348,2024-05-11,New Travisview,Moderate
A006349,2024-06-25,East Jeffreyside,Minor
A006350,2024-11-16,West Michelle,Moderate
A006351,2023-10-24,East Josephland,Minor
A006352,2024-04-02,Andrewside,Severe
A006353,2024-09-22,Kennethstad,Minor
A006354,2023-06-09,Rowemouth,Severe
A006355,2024-07-12,North Amandamouth,Minor
A006356,2023-04-20,Lake Justinport,Minor
A006357,2023-06-30,East Vanessamouth,Moderate
A006358,2023-08-28,Brayfort,Moderate
A006359,2023-09-09,North Anna,Severe
A006360,2023-11-25,West Keith,Minor
A006361,2024-11-09,Scottside,Moderate
A006362,2024-04-18,West Emily,Minor
A006363,2023-12-21,New Amanda,Severe
A006364,2024-02-10,Jenkinsport,Severe
A006365,2023-03-02,North Jamesmouth,Moderate
A006366,2024-02-19,Careychester,Moderate
A006367,2023-06-01,Lake Julie,Minor
A006368,2024-11-13,Jenniferborough,Moderate
A006369,2024-12-21,Lake David,Severe
A006370,2023-05-25,South Juliechester,Severe
A006371,2024-12-31,Armstrongchester,Severe
A006372,2024-01-04,South Joshuahaven,Severe
A006373,2023-07-04,Danielfort,Severe
A006374,2025-02-07,Patelstad,Moderate
A006375,2023-05-07,South Pamela,Moderate
A006376,2024-09-06,East Williamville,Minor
A006377,2024-12-28,Martinburgh,Minor
A006378,2024-04-01,West Patricia,Severe
A006379,2025-01-28,Port Vanessastad,Moderate
A006380,2023-06-15,East Joshua,Minor
A006381,2023-12-05,Port Lisa,Severe
A006382,2023-06-16,West Tammieshire,Minor
A006383,2024-04-07,Calebland,Minor
A006384,2024-05-15,East Randy,Severe
A006385,2024-07-20,Lake Jacob,Severe
A006386,2023-11-06,Theresashire,Moderate
A006387,2023-03-28,Jennifershire,Moderate
A006388,2023-08-07,Michelleland,Moderate
A006389,2024-12-13,Aprilside,Minor
A006390,2023-06-29,North Deanna,Minor
A006391,2024-01-29,East Thomas,Severe
A006392,2024-10-31,Stoneberg,Moderate
A006393,2024-10-22,Ramirezville,Minor
A006394,2025-01-16,Ruizstad,Severe
A006395,2023-04-28,Cindyberg,Moderate
A006396,2023-06-06,Shepardton,Minor
A006397,2024-11-24,South Edwardberg,Minor
A006398,2023-03-17,West Marissa,Minor
A006399,2023-03-27,Smithtown,Minor
A006400,2025-02-07,East Bradleystad,Minor
A006401,2024-12-04,Humphreyton,Minor
A006402,2023-07-19,New Evan,Severe
A006403,2023-05-08,Port Debbie,Minor
A006404,2023-10-23,Barkerville,Minor
A006405,2023-07-19,Pratttown,Severe
A006406,2024-12-22,West Brettfort,Moderate
A006407,2024-02-04,Nicholasland,Severe
A006408,2024-07-15,Kathrynton,Minor
A006409,2023-09-11,Michaelfort,Minor
A006410,2023-07-06,Elizabethshire,Moderate
A006411,2024-01-04,Michaelborough,Severe
A006412,2024-05-10,Beltranbury,Minor
A006413,2024-07-13,New Gloria,Minor
A006414,2024-01-29,North Andrew,Minor
A006415,2023-07-22,South Tammy,Minor
A006416,2024-02-29,Larsonton,Moderate
A006417,2024-08-29,Nicolebury,Severe
A006418,2023-03-22,Burnsfort,Severe
A006419,2024-04-26,Lake Michellefort,Minor
A006420,2024-01-30,Lake Chase,Minor
A006421,2024-08-02,South Catherine,Moderate
A006422,2024-03-23,Sanchezmouth,Moderate
A006423,2024-12-18,Port Zacharyport,Severe
A006424,2024-01-24,New Christopherchester,Severe
A006425,2024-02-22,Amyberg,Minor
A006426,2024-03-25,Pattersontown,Moderate
A006427,2024-12-15,Clementshaven,Severe
A006428,2023-05-24,Amandashire,Minor
A006429,2024-06-21,Jonathanstad,Moderate
A006430,2024-04-06,Christophermouth,Severe
A006431,2024-11-12,Doyletown,Severe
A006432,2024-02-13,Griffinmouth,Minor
A006433,2024-11-20,Mariemouth,Minor
A006434,2023-09-11,Hallberg,Severe
A006435,2024-02-22,Lake Stephanieton,Minor
A006436,2024-09-29,Lewisside,Minor
A006437,2024-07-05,Melanieport,Minor
A006438,2024-11-28,North Jenniferchester,Severe
A006439,2023-10-04,North Hannahberg,Severe
A006440,2023-11-05,Simmonsborough,Moderate
A006441,2024-12-05,Port Donnabury,Minor
A006442,2023-09-24,Smithburgh,Minor
A006443,2024-06-23,Benjaminland,Minor
A006444,2023-04-12,East Kimberly,Moderate
A006445,2023-05-04,Lake Patriciaport,Severe
A006446,2023-08-17,Howardfurt,Moderate
A006447,2023-04-14,Soniaville,Severe
A006448,2024-10-03,New Mark,Minor
A006449,2023-02-27,Murphyshire,Severe
A006450,2023-03-24,Swansonburgh,Minor
A006451,2024-03-19,Samuelfort,Severe
A006452,2024-05-08,North Paul,Moderate
A006453,2025-02-13,Port Allisonfort,Minor
A006454,2023-06-06,Christopherberg,Severe
A006455,2023-12-22,New Darlenestad,Moderate
A006456,2024-08-26,Hunterville,Minor
A006457,2024-09-08,New Shelbyport,Moderate
A006458,2023-05-09,Craigbury,Severe
A006459,2024-12-04,New Scott,Minor
A006460,2023-12-13,Kaylastad,Severe
A006461,2024-12-19,Lake James,Severe
A006462,2024-12-14,Whiteville,Minor
A006463,2024-11-08,South Brittney,Moderate
A006464,2023-07-21,New Kaitlin,Severe
A006465,2024-07-20,Ericaton,Severe
A006466,2023-04-21,Carloston,Severe
A006467,2024-03-30,Juanside,Moderate
A006468,2025-01-12,New Tinaport,Moderate
A006469,2025-01-28,Eugenemouth,Moderate
A006470,2023-09-22,Timburgh,Minor
A006471,2024-10-14,Anthonychester,Minor
A006472,2024-01-12,Rosstown,Moderate
A006473,2025-01-18,Zamorabury,Severe
A006474,2023-06-05,Lake Sally,Minor
A006475,2024-08-24,Rachelmouth,Severe
A006476,2023-09-11,North Jennifermouth,Minor
A006477,2024-07-11,Turnershire,Severe
A006478,2023-06-15,Jamiemouth,Moderate
A006479,2023-06-05,South Tonystad,Moderate
A006480,2024-08-23,Lesterview,Severe
A006481,2024-09-01,Lake Christopherland,Severe
A006482,2025-01-23,Christopherville,Moderate
A006483,2024-06-03,North Tylershire,Moderate
A006484,2024-10-27,Marcusstad,Severe
A006485,2023-04-28,West Christopherfort,Moderate
A006486,2024-02-11,Brandyton,Moderate
A006487,2024-08-17,East Sharon,Moderate
A006488,2023-05-28,Lake Marissastad,Moderate
A006489,2024-09-15,Moonfort,Moderate
A006490,2024-02-19,Michaelbury,Minor
A006491,2025-01-28,Tracyland,Severe
A006492,2024-04-19,Fernandotown,Severe
A006493,2024-09-10,Gravesville,Moderate
A006494,2023-05-09,Perryfurt,Minor
A006495,2024-06-21,Danielport,Minor
A006496,2024-09-15,Gonzalezmouth,Moderate
A006497,2023-04-18,Rossside,Moderate
A006498,2023-08-31,Markborough,Moderate
A006499,2025-02-09,South Samuelview,Severe
A006500,2024-10-24,North Garrett,Moderate
A006501,2023-02-27,Baldwinview,Moderate
A006502,2024-03-16,South Nancy,Moderate
A006503,2024-01-04,Chungland,Minor
A006504,2023-10-08,New Aprilton,Minor
A006505,2024-01-21,South George,Minor
A006506,2023-04-25,Lopeztown,Severe
A006507,2023-07-09,Lake Elijahborough,Minor
A006508,2024-08-13,Griffithborough,Moderate
A006509,2023-07-11,New Michael,Minor
A006510,2023-06-27,North Hannah,Severe
A006511,2025-01-20,New Michaelfort,Minor
A006512,2024-11-03,South Oliviaberg,Moderate
A006513,2023-04-01,West Phillip,Moderate
A006514,2024-05-26,Kennethside,Moderate
A006515,2024-10-13,Port Diana,Severe
A006516,2023-09-24,South Kellimouth,Severe
A006517,2023-02-27,Masseyside,Moderate
A006518,2024-12-13,Kevinbury,Moderate
A006519,2024-02-14,West Seth,Minor
A006520,2023-03-24,South Anthony,Severe
A006521,2024-09-19,Donnastad,Minor
A006522,2024-08-29,Roblesfort,Severe
A006523,2025-02-05,Daniellefurt,Severe
A006524,2024-08-15,North Michellemouth,Moderate
A006525,2025-02-17,Katiefurt,Minor
A006526,2025-01-15,Monicastad,Minor
A006527,2023-02-19,Port Alexandra,Severe
A006528,2023-07-13,Lake Christine,Minor
A006529,2023-03-31,North Jerryside,Moderate
A006530,2024-02-07,Tiffanyfurt,Minor
A006531,2023-06-06,Jonathanton,Minor
A006532,2024-01-08,East Mary,Severe
A006533,2024-03-25,New Ashleychester,Moderate
A006534,2024-07-31,New Michaelville,Moderate
A006535,2024-03-04,North Leslie,Severe
A006536,2023-06-18,Jasonfurt,Severe
A006537,2024-03-17,Ericksonburgh,Severe
A006538,2023-03-19,Bakerborough,Moderate
A006539,2023-06-13,Lake Anita,Severe
A006540,2023-09-22,North Zachary,Minor
A006541,2024-04-11,Lake Patrick,Severe
A006542,2024-11-03,South Jenniferberg,Severe
A006543,2023-12-07,Mirandaburgh,Severe
A006544,2024-10-25,Port Alex,Moderate
A006545,2024-05-31,Mooreville,Severe
A006546,2023-10-11,Woodborough,Moderate
A006547,2024-07-17,New Jonathan,Severe
A006548,2023-08-29,West Rachael,Minor
A006549,2024-06-08,Mccarthyton,Minor
A006550,2024-03-05,Freemanberg,Moderate
A006551,2024-07-12,New Jonathan,Moderate
A006552,2024-04-01,Michelleborough,Minor
A006553,2023-07-03,Wallerton,Minor
A006554,2023-03-15,Summertown,Severe
A006555,2023-09-10,North Victoriafurt,Moderate
A006556,2023-03-04,North Paul,Moderate
A006557,2024-05-29,Jacobsonborough,Moderate
A006558,2024-08-27,Robinborough,Minor
A006559,2024-06-03,West Saraton,Minor
A006560,2024-05-10,Rebeccaberg,Moderate
A006561,2023-12-04,North Jessicamouth,Severe
A006562,2023-08-06,Medinastad,Moderate
A006563,2024-03-03,Andrewfort,Severe
A006564,2025-02-19,Robbinston,Moderate
A006565,2023-07-31,North Melissaville,Minor
A006566,2024-07-06,East Jennifer,Minor
A006567,2024-12-29,Port Alyssaland,Severe
A006568,2023-12-05,Reevesmouth,Minor
A006569,2024-08-10,West Ryan,Severe
A006570,2024-05-13,Mooremouth,Moderate
A006571,2023-12-26,Port Judy,Minor
A006572,2024-06-13,West Briannamouth,Severe
A006573,2024-12-03,Lake Davidville,Severe
A006574,2024-08-10,Port Kathyberg,Minor
A006575,2023-06-03,South Tara,Moderate
A006576,2024-05-20,New Heidiville,Severe
A006577,2023-07-03,Courtneybury,Moderate
A006578,2024-03-05,Amyhaven,Moderate
A006579,2023-04-14,Morganberg,Moderate
A006580,2023-03-21,Candicechester,Minor
A006581,2024-02-27,Larryport,Severe
A006582,2023-03-31,Lake Andrewland,Minor
A006583,2024-07-02,West Elizabeth,Minor
A006584,2023-07-21,South Joe,Severe
A006585,2024-02-23,East Jeffrey,Severe
A006586,2024-10-06,Jasonside,Minor
A006587,2024-12-30,North Susan,Minor
A006588,2024-11-03,North Rosemouth,Severe
A006589,2024-11-06,Lake Ianville,Moderate
A006590,2023-06-17,Lake Brett,Minor
A006591,2023-07-16,West Meghan,Severe
A006592,2023-05-13,West Kimberly,Minor
A006593,2024-08-18,South Juliatown,Moderate
A006594,2025-01-09,Jermaineport,Moderate
A006595,2024-08-26,Michellestad,Minor
A006596,2023-10-16,Sallychester,Minor
A006597,2024-09-22,East Abigail,Severe
A006598,2023-03-09,Jennaton,Moderate
A006599,2024-05-04,Sarabury,Minor
A006600,2023-05-23,New Sara,Moderate
A006601,2023-09-09,Evanshaven,Severe
A006602,2023-09-08,Lake Jimburgh,Moderate
A006603,2023-08-03,Toddburgh,Moderate
A006604,2024-06-02,Nicolemouth,Severe
A006605,2023-10-23,Ashleyport,Severe
A006606,2024-12-03,Fieldsville,Moderate
A006607,2024-04-26,New Amyfort,Severe
A006608,2023-08-12,Douglasland,Moderate
A006609,2023-08-24,Phillipstown,Severe
A006610,2023-11-10,Garciaport,Moderate
A006611,2023-07-07,Stevenland,Severe
A006612,2024-06-01,North Briannahaven,Minor
A006613,2023-12-15,New Jill,Minor
A006614,2023-03-21,Watsonhaven,Moderate
A006615,2023-10-16,North Stephaniefort,Minor
A006616,2024-05-07,Pearsonberg,Moderate
A006617,2024-07-15,East Alexis,Moderate
A006618,2024-10-24,New Pamelachester,Minor
A006619,2024-11-09,New Bob,Minor
A006620,2024-11-12,Lisaland,Minor
A006621,2023-10-17,South Paulton,Minor
